8042811,planetcuisines.com,3.02
9718322,ninja.vn,2.90
8003954,orlandovideoproductioncompany.com,3.02
9528736,libreville.diplo.de,2.92
9881167,tienda.faber-castell.cl,2.89
9255649,morocco-spicial-tour.webflow.io,2.94
9664425,pllsfored.com,2.91
8229415,hukutahukuo.hateblo.jp,3.01
8077780,fridiary.hatenablog.jp,3.01
7524627,mycocosoul.com,3.06
8101194,app.memria.org,3.01
9278796,elultimogrito.website,2.94
8342467,beltandroad.substack.com,3.00
8773305,keniazflorals.com,2.97
8361745,caboclajurema.com.br,3.00
9547480,friend-james.com,2.92
8462792,soulignited.ca,2.99
9183210,supernova.xyz,2.94
7522390,jmbzmac.com,3.06
9453287,blackstargourmet.com,2.92
8219459,twoman6954.hatenablog.com,3.01
7692019,results.votewa.gov,3.05
7669860,lucidao.medium.com,3.05
9680311,jonlester.tv,2.91
8236681,snap.hatenablog.jp,3.01
9181933,de.espressohouse.com,2.94
8251796,e-wald.eu,3.01
8120682,eslaban.com,3.01
8497532,proforcesp.com,2.99
7543615,batir.ulb.ac.be,3.06
9483596,desideesdanslatelier.fr,2.92
8893223,motherearthnaturalhealth.com,2.96
9179925,censoredscience.com,2.94
9284131,norlandproducts.com,2.93
9917603,bluebelize.com,2.89
7734609,northeastgeorgia.locallygrown.net,3.04
9787181,lagunadelhito.es,2.90
9384449,mailer.epicenterconsulting.com,2.93
7616444,compres.us,3.05
7590070,twohalfmen.wikia.com,3.06
8358438,seowebrooz.royablog.ir,3.00
9747571,impulsate.org,2.90
7610187,arbeitsschutz-aktuell.de,3.05
7730042,makeworkplay.co.uk,3.04
8820414,twodice.org,2.97
9163390,garipiprazole.com,2.94
8326284,cliuanon.substack.com,3.00
9571209,palmusic.org.uk,2.91
7553542,app.supermonday.io,3.06
7848942,francescaserritella.com,3.03
7553584,sexnofficial.gitbook.io,3.06
8485930,moxiegrrrl.com,2.99
9584203,my.sage.pt,2.91
8496104,opendata.essen.de,2.99
9022891,joesteinphotography.com,2.95
8816115,sparknet.net,2.97
7536692,fennimas.com,3.06
9604578,stephaneviry.fr,2.91
8568558,amnaughty.in,2.99
8752296,secondjourney.org,2.97
8849265,suwanasthaiorchid.com,2.97
9327195,linuxcareers.com,2.93
8908722,premiosdearquitectura.es,2.96
9269794,gallagherswaterloo.com,2.94
9052792,soho.bandcamp.com,2.95
8228192,asobe.hateblo.jp,3.01
9162563,annuaire-tiger.fr,2.94
8332493,drjoburzynska.substack.com,3.00
9111670,imc2014.com,2.95
8905795,qortstone.com,2.96
8788052,bellaverona.com,2.97
8924055,makebelieveclothing.com,2.96
7659072,decomposedshow.org,3.05
9803685,oneunified.net,2.90
8651594,cakeodyssey.com,2.98
8613909,transolar-games.itch.io,2.98
9970704,richmondhistoricalsociety.org,2.89
7944144,kulturproleten.de,3.02
9988127,abdolrezaaminlari.com,2.89
9182761,bradlaughs.com,2.94
8944485,earthtoneshardscape.com,2.96
7785839,pols.laps.yorku.ca,3.04
9421902,asean-autofed.com,2.92
9055133,techstun.com,2.95
8001550,meadowridgeplumbing.ca,3.02
9278921,wiiu.nintendolife.com,2.94
7870906,spacialhomes.com,3.03
9121120,wpxoptin.com,2.95
8947906,remsa-ijase.formstack.com,2.96
8271392,wte.com,3.01
7798717,booijkaasmakers.nl,3.04
9889364,bik-bik.nl,2.89
8298866,graceidaho.com,3.00
9802143,cdacharter.org,2.90
7852810,yuregir.bel.tr,3.03
8334731,jsutthoops.substack.com,3.00
9009109,inradius.space,2.95
9994164,studentltc.dcs.gla.ac.uk,2.89
9312720,russhessays.com,2.93
8800973,louisbxrl82604.blogzag.com,2.97
